dataset_id,species,growth_type,growth_units,growth_value,growth_errortype,growth_errorvalue,predictor_type,predictor_units,predictor_value,figtable,notes
zhu2018,Phellodendron amurense,tree ring index,mm,0.977,N/A,N/A,elevation,m,427,appendix data S1,LS
zhu2018,Phellodendron amurense,tree ring index,mm,0.816,N/A,N/A,elevation,m,427,appendix data S1,LS
zhu2018,Phellodendron amurense,tree ring index,mm,0.921,N/A,N/A,elevation,m,427,appendix data S1,LS
zhu2018,Phellodendron amurense,tree ring index,mm,0.964,N/A,N/A,elevation,m,427,appendix data S1,LS
zhu2018,Phellodendron amurense,tree ring index,mm,1.012,N/A,N/A,elevation,m,427,appendix data S1,LS
zhu2018,Phellodendron amurense,tree ring index,mm,1.263,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.374,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.963,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.499,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.824,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.717,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.635,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.762,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.398,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.054,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.892,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.774,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.825,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.578,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.694,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.729,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.642,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.776,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.799,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.727,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.557,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.624,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.851,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.811,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.151,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.346,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.97,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.995,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.033,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.116,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.969,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.883,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.628,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.485,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.548,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.664,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.899,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.697,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.08,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.96,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.028,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.083,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.052,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.178,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.26,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.314,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.105,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.083,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.819,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.937,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.929,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.882,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.777,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.638,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.757,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.99,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.729,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.705,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.849,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.642,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.592,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.589,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.624,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.746,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.79,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.912,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.867,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.815,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.772,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.243,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.346,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.475,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.089,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.546,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.355,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.96,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.056,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.132,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.109,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.098,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.918,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.968,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.804,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.653,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.981,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.097,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.246,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.253,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.123,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.497,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.302,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.473,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.604,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.068,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,1.4,N/A,N/A,elevation,m,611,appendix data S1,MDJ
zhu2018,Phellodendron amurense,tree ring index,mm,0.463,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.426,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.44,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.325,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.58,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.282,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.315,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.443,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.446,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.69,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.675,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.053,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.778,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.07,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.817,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.683,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.674,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.55,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.56,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.738,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.641,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.749,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.922,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.891,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.672,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.624,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.803,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.946,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.891,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.862,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.147,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.147,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.161,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.194,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.749,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.08,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.986,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.125,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.224,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.979,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.995,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.401,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.926,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.142,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.231,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.179,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.005,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.904,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.837,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.864,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.671,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.481,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.756,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.738,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.726,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.67,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.028,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.006,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.925,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.962,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.706,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.88,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.626,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.655,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.655,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.039,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.198,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.455,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.505,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.554,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.137,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.217,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.271,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.32,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.27,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.462,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.161,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.111,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.171,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.074,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.824,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.235,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.033,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.02,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.943,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.876,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.775,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.733,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.855,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.672,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.635,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.948,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,0.81,N/A,N/A,elevation,m,381,appendix data S1,TZG
zhu2018,Phellodendron amurense,tree ring index,mm,1.091,N/A,N/A,elevation,m,381,appendix data S1,TZG
